APM,Precision,AvgDistance,DamageTakenPerMin,DamageDealtPerMin,RangedRatio,DashPerMin,ShieldPerMin,TimeInRiskZone,RewardChosen,PerfilJugador
47.62,0.92,2.18,270.43,1018.74,0.24,12.2,4.02,0.67,Bow Damage,Speedrunner
21.21,1.0,5.65,24.24,757.56,1.0,12.35,0.0,0.1,Armor,Tactic
22.74,0.93,4.81,16.24,715.03,0.87,12.4,2.62,0.17,Shield,Tactic
34.46,0.62,4.37,178.71,553.17,0.41,5.35,1.32,0.49,Health,Unskilful
53.49,0.81,3.13,211.53,1190.72,0.23,20.71,2.79,0.68,Health,Speedrunner
24.24,0.85,5.09,123.54,623.67,0.4,8.57,3.67,0.55,Bow Damage,Expert
29.94,0.69,4.4,194.82,713.38,0.36,2.99,6.12,0.39,Health,Unskilful
50.37,0.81,3.62,62.94,798.21,0.0,11.85,0.0,0.61,Velocity,Berserker
19.4,0.92,5.82,0.0,608.75,1.0,5.68,0.0,0.0,Bow Damage,Tactic
54.07,0.87,4.3,84.56,1206.27,0.36,12.08,5.93,0.5,Velocity,Speedrunner
31.93,0.9,5.18,43.6,746.35,0.53,7.36,6.58,0.28,Velocity,Expert
35.53,0.92,3.6,73.61,1339.43,0.51,13.07,3.3,0.3,Velocity,Speedrunner
58.86,0.91,2.27,176.68,1022.62,0.0,6.94,0.0,0.84,Sword Damage,Berserker
38.77,1.0,3.66,91.31,1062.44,0.32,16.54,6.68,0.52,Sword Damage,Speedrunner
19.08,0.93,6.07,81.91,601.73,0.9,5.22,1.82,0.24,Max Health,Tactic
57.16,0.83,1.59,264.98,913.6,0.0,13.0,0.15,0.95,Sword Damage,Berserker
21.74,0.99,6.7,14.09,732.59,0.88,6.5,3.27,0.1,Armor,Tactic
52.91,0.82,3.59,316.58,1129.64,0.0,8.38,0.08,0.76,Health,Berserker
26.54,0.95,4.33,27.96,699.44,0.52,11.63,1.56,0.24,Velocity,Expert
27.47,0.57,4.53,131.65,553.75,0.49,5.6,2.57,0.44,Health,Unskilful
56.91,0.82,3.39,343.4,1323.8,0.0,13.49,0.0,0.64,Velocity,Berserker
31.09,0.67,4.57,120.85,621.83,0.52,5.36,6.36,0.21,Max Health,Unskilful
46.17,1.0,2.91,100.24,1217.17,0.36,18.96,7.96,0.58,Bow Damage,Expert
36.35,0.69,4.75,137.38,639.92,0.3,3.88,5.59,0.36,Health,Unskilful
48.45,0.83,6.17,143.27,849.22,0.0,14.19,0.08,0.57,Max Health,Berserker
18.4,1.0,6.56,2.42,633.12,0.99,10.84,2.67,0.12,Velocity,Tactic
16.1,0.9,6.49,75.1,539.76,0.99,6.66,0.56,0.01,Bow Damage,Tactic
33.18,0.64,4.43,178.72,637.84,0.42,3.36,3.68,0.34,Armor,Unskilful
18.93,0.91,6.15,80.89,547.68,0.89,5.37,2.26,0.23,Max Health,Tactic
21.27,1.0,5.52,2.44,722.89,1.0,7.91,1.8,0.07,Bow Damage,Tactic
71.82,0.91,4.09,238.76,1210.06,0.0,12.55,0.0,0.76,Sword Damage,Berserker
37.64,0.9,4.52,234.7,940.59,0.32,12.09,5.64,0.49,Velocity,Speedrunner
61.59,0.82,2.94,163.55,1113.66,0.0,7.85,0.02,0.74,Velocity,Berserker
21.48,0.92,6.4,13.76,682.93,1.0,9.49,3.56,0.06,Bow Damage,Tactic
16.07,0.97,7.02,0.0,543.32,1.0,6.62,0.0,0.01,Bow Damage,Tactic
55.29,0.86,2.2,247.18,1081.8,0.0,13.79,0.04,0.79,Sword Damage,Berserker
44.76,0.95,3.44,90.27,1154.5,0.43,9.2,7.08,0.46,Shield,Expert
46.66,0.8,3.09,98.84,1060.58,0.42,13.46,4.62,0.47,Bow Damage,Speedrunner
43.98,0.95,2.31,257.88,1073.62,0.21,13.17,3.98,0.69,Bow Damage,Speedrunner
22.01,1.0,5.84,16.28,774.48,1.0,12.84,0.4,0.08,Armor,Tactic
26.4,0.88,4.53,15.78,683.52,0.66,12.4,4.72,0.23,Velocity,Expert
27.34,0.99,5.36,142.62,1188.75,0.48,9.74,3.65,0.3,Health,Expert
38.92,1.0,4.38,135.99,1256.34,0.56,14.14,2.73,0.26,Sword Damage,Speedrunner
21.19,0.99,7.32,0.0,731.48,1.0,8.36,0.18,0.04,Armor,Tactic
24.87,0.66,5.18,109.25,489.03,0.64,9.17,5.9,0.17,Health,Unskilful
38.06,0.53,3.06,100.78,536.02,0.31,6.14,2.5,0.54,Armor,Unskilful
37.84,0.99,3.61,76.95,1081.36,0.34,16.9,6.89,0.57,Sword Damage,Speedrunner
36.82,0.65,4.11,149.55,613.84,0.3,4.13,4.56,0.59,Health,Unskilful
29.35,0.89,5.71,31.45,1283.09,0.61,12.92,3.6,0.27,Velocity,Expert
62.4,0.92,3.12,250.06,1715.82,0.0,8.96,0.0,0.68,Velocity,Berserker
24.13,0.66,4.78,136.7,469.74,0.49,3.53,4.12,0.37,Shield,Unskilful
24.74,0.96,4.6,26.03,653.36,0.53,12.53,1.4,0.23,Velocity,Expert
21.44,0.86,6.54,40.7,618.67,1.0,8.19,0.38,0.07,Armor,Tactic
27.36,0.99,5.32,20.12,812.54,0.62,17.11,3.35,0.23,Bow Damage,Expert
33.29,0.74,3.79,136.57,654.67,0.46,5.83,6.11,0.42,Armor,Unskilful
27.98,1.0,5.14,153.65,1192.92,0.5,10.4,3.35,0.33,Health,Expert
24.0,0.98,6.02,5.83,838.78,1.0,8.61,0.0,0.0,Max Health,Tactic
37.12,0.87,5.6,33.93,1019.56,0.52,8.86,7.31,0.29,Sword Damage,Expert
48.13,0.83,3.0,81.99,747.58,0.0,5.44,0.0,0.7,Max Health,Berserker
29.25,0.85,5.35,79.6,1065.97,0.56,13.38,0.0,0.22,Bow Damage,Expert
60.37,0.91,1.92,197.71,1154.4,0.05,15.93,0.0,0.84,Sword Damage,Berserker
39.71,0.99,4.43,71.59,1272.14,0.36,5.27,8.5,0.49,Velocity,Speedrunner
35.11,0.99,3.75,87.12,943.99,0.47,10.73,4.62,0.32,Sword Damage,Expert
53.19,0.85,3.3,234.11,1109.64,0.0,13.33,0.09,0.67,Max Health,Berserker
21.2,0.9,6.45,126.18,559.56,0.68,5.14,4.72,0.11,Shield,Unskilful
21.13,0.85,6.69,43.08,632.25,1.0,7.2,0.0,0.09,Armor,Tactic
59.4,0.96,2.84,165.95,1102.32,0.0,11.88,0.0,0.81,Sword Damage,Berserker
61.91,0.94,1.92,323.51,1512.4,0.0,4.19,0.0,0.79,Velocity,Berserker
27.41,0.72,4.29,121.83,596.29,0.35,5.48,4.01,0.39,Armor,Unskilful
41.35,0.54,3.57,118.09,606.78,0.29,1.06,5.88,0.48,Shield,Unskilful
48.57,0.83,2.67,78.68,696.68,0.0,6.63,0.0,0.67,Max Health,Berserker
28.42,0.8,5.4,133.27,749.96,0.36,6.35,3.09,0.24,Max Health,Unskilful
42.96,0.83,4.15,138.55,1054.55,0.31,16.68,7.47,0.43,Velocity,Speedrunner
23.36,0.77,6.07,26.75,507.86,0.68,12.67,3.6,0.15,Armor,Tactic
68.04,0.77,3.61,124.48,1014.08,0.0,13.11,0.0,0.72,Sword Damage,Berserker
39.31,0.55,3.29,108.45,530.54,0.3,5.97,2.35,0.55,Armor,Unskilful
49.26,0.84,3.25,214.98,1110.88,0.0,13.48,0.04,0.65,Max Health,Berserker
67.78,0.92,3.82,345.32,1895.93,0.13,13.06,4.68,0.61,Sword Damage,Speedrunner
20.83,1.0,7.2,1.68,731.79,0.98,8.86,0.45,0.05,Armor,Tactic
19.76,0.92,6.29,9.75,656.32,0.98,10.44,3.4,0.06,Max Health,Tactic
15.18,0.92,6.36,107.75,496.87,0.98,12.79,0.34,0.0,Armor,Tactic
40.49,1.0,4.37,140.63,1249.31,0.57,14.43,2.98,0.32,Sword Damage,Speedrunner
21.55,0.99,5.34,15.69,783.52,0.99,5.71,9.38,0.12,Armor,Tactic
39.4,0.98,4.51,143.87,1253.77,0.58,14.09,2.56,0.29,Sword Damage,Speedrunner
29.53,0.69,4.21,196.03,723.01,0.38,3.05,6.11,0.4,Health,Unskilful
21.43,0.93,6.22,9.93,663.94,1.0,9.98,3.09,0.07,Bow Damage,Tactic
60.37,0.98,3.2,273.8,1730.52,0.21,11.44,7.52,0.69,Max Health,Speedrunner
57.55,0.95,2.69,149.84,1132.24,0.0,11.05,0.0,0.81,Sword Damage,Berserker
45.02,0.89,2.75,172.91,1101.01,0.43,16.34,6.78,0.56,Bow Damage,Speedrunner
23.55,0.65,5.12,141.24,472.18,0.45,3.51,4.0,0.42,Shield,Unskilful
20.59,1.0,5.79,31.66,736.79,1.0,8.9,1.87,0.1,Bow Damage,Tactic
16.68,0.96,6.62,115.73,506.48,0.99,12.47,0.0,0.02,Armor,Tactic
29.62,0.84,3.9,178.49,751.22,0.4,3.4,5.65,0.45,Armor,Unskilful
23.75,1.0,4.56,7.6,800.5,0.83,9.66,2.15,0.19,Max Health,Tactic
65.47,0.85,2.64,317.35,1150.93,0.0,14.04,0.03,0.76,Max Health,Berserker
28.92,0.81,3.85,125.36,649.32,0.51,13.61,3.6,0.46,Velocity,Expert
59.85,0.95,3.82,111.31,1249.9,0.0,18.49,0.15,0.67,Velocity,Berserker
21.12,0.69,6.99,17.5,485.12,0.77,7.16,1.07,0.06,Bow Damage,Tactic
18.66,0.86,6.03,15.96,568.61,0.98,7.16,1.24,0.05,Shield,Tactic
21.2,0.85,6.49,32.65,654.94,0.99,7.72,0.2,0.09,Armor,Tactic
33.78,0.84,4.84,95.98,797.56,0.51,8.27,1.67,0.29,Health,Expert
25.71,0.73,4.41,122.84,583.08,0.46,4.12,2.33,0.32,Shield,Unskilful
54.38,0.93,5.16,277.77,1368.7,0.0,10.65,0.05,0.49,Sword Damage,Berserker
17.65,0.91,6.77,0.0,513.57,0.99,13.11,2.67,0.08,Bow Damage,Tactic
27.33,0.96,3.28,128.72,844.89,0.57,11.93,4.4,0.46,Velocity,Expert
66.59,0.92,2.04,169.12,1309.36,0.0,16.2,0.0,0.8,Sword Damage,Berserker
49.75,0.76,3.2,255.52,1169.02,0.31,16.2,0.28,0.67,Bow Damage,Speedrunner
21.74,1.0,5.28,29.27,703.95,0.78,9.46,1.67,0.19,Bow Damage,Tactic
20.43,0.84,6.42,40.19,608.73,1.0,7.68,0.0,0.07,Armor,Tactic
52.33,0.87,4.89,186.44,954.47,0.0,13.2,0.0,0.69,Health,Berserker
38.3,0.54,3.94,118.71,596.07,0.37,7.92,5.16,0.41,Health,Unskilful
19.61,0.88,6.46,123.38,540.32,0.66,5.11,4.45,0.16,Shield,Unskilful
27.47,0.59,4.65,102.21,524.94,0.29,5.01,5.92,0.4,Max Health,Unskilful
38.5,0.99,3.73,87.43,1120.84,0.29,17.44,7.33,0.53,Sword Damage,Speedrunner
20.89,0.98,7.23,1.41,755.69,1.0,9.0,0.15,0.02,Bow Damage,Tactic
29.27,1.0,5.6,135.86,1270.77,0.49,10.0,3.14,0.34,Health,Expert
62.69,0.89,4.56,167.01,1338.74,0.26,13.7,5.73,0.63,Velocity,Speedrunner
35.54,0.39,5.67,93.81,478.03,0.43,6.28,5.72,0.29,Health,Unskilful
21.98,0.92,6.2,10.11,628.26,1.0,11.0,2.65,0.04,Max Health,Tactic
31.2,0.73,4.52,118.51,580.4,0.35,5.15,4.12,0.39,Armor,Unskilful
35.41,0.71,4.92,139.58,651.41,0.27,3.12,5.63,0.36,Health,Unskilful
47.93,0.85,6.04,134.97,838.63,0.0,13.81,0.0,0.58,Max Health,Berserker
31.71,0.99,5.86,7.61,837.38,0.48,10.19,3.43,0.24,Shield,Expert
49.57,0.82,5.82,142.27,712.53,0.0,14.55,0.02,0.6,Max Health,Berserker
38.62,0.81,5.8,252.74,923.67,0.39,15.44,2.31,0.47,Velocity,Speedrunner
22.86,0.66,5.01,103.56,490.99,0.65,9.14,5.5,0.18,Health,Unskilful
51.66,0.9,4.42,68.36,1217.44,0.32,13.21,5.59,0.53,Velocity,Speedrunner
29.72,0.87,5.47,106.47,972.29,0.58,12.41,0.08,0.24,Bow Damage,Expert
50.72,0.83,3.58,67.21,827.56,0.0,10.77,0.12,0.61,Velocity,Berserker
61.07,0.9,2.07,182.0,1175.75,0.05,15.97,0.0,0.87,Sword Damage,Berserker
63.53,1.0,2.69,155.62,1468.66,0.0,9.92,0.0,0.77,Max Health,Berserker
49.53,0.82,4.09,135.88,944.11,0.0,11.46,0.08,0.81,Max Health,Berserker
30.81,0.58,4.23,119.93,612.33,0.48,6.31,4.79,0.31,Armor,Unskilful
90.97,0.83,1.75,230.99,1553.58,0.0,0.49,0.0,0.81,Sword Damage,Berserker
31.4,1.0,5.82,27.78,812.72,0.5,9.77,3.74,0.29,Shield,Expert
26.3,0.86,4.29,173.86,789.11,0.49,7.34,4.75,0.25,Health,Unskilful
34.42,0.93,4.65,138.8,1196.06,0.44,7.54,5.57,0.27,Sword Damage,Expert
33.27,1.0,4.77,51.57,1301.94,0.7,21.68,4.9,0.22,Velocity,Expert
49.25,0.77,3.23,238.04,1124.56,0.3,16.42,0.0,0.64,Bow Damage,Speedrunner
60.08,1.0,3.38,277.51,1722.34,0.18,10.62,7.95,0.67,Max Health,Speedrunner
21.19,1.0,5.91,21.13,717.89,0.99,8.3,1.68,0.1,Bow Damage,Tactic
32.73,1.0,3.86,88.56,988.13,0.47,14.03,7.12,0.35,Sword Damage,Expert
49.28,0.84,4.2,142.63,810.63,0.0,9.94,0.0,0.76,Max Health,Berserker
22.87,0.98,5.41,14.35,822.23,0.98,5.99,9.32,0.12,Armor,Tactic
78.22,1.0,2.6,312.32,2000.73,0.0,4.33,0.08,0.74,Health,Berserker
26.73,0.86,4.03,60.0,815.0,0.62,15.33,1.62,0.27,Bow Damage,Expert
27.58,0.99,5.38,148.17,1240.33,0.5,9.47,3.91,0.3,Health,Expert
75.86,0.92,2.1,235.51,1258.82,0.0,9.15,0.08,0.81,Health,Berserker
21.53,1.0,6.64,0.45,778.38,1.0,7.18,0.42,0.09,Shield,Tactic
44.4,1.0,2.97,127.26,1157.36,0.35,19.33,8.21,0.59,Bow Damage,Expert
50.16,0.82,3.52,321.06,1127.97,0.0,8.56,0.0,0.79,Health,Berserker
15.96,0.78,7.61,18.18,450.94,1.0,8.61,0.42,0.0,Shield,Tactic
83.01,0.85,4.09,409.3,2360.29,0.0,0.0,0.0,0.71,Sword Damage,Berserker
31.96,0.99,6.08,15.01,873.3,0.52,9.44,3.47,0.28,Shield,Expert
61.39,0.99,2.57,134.95,1502.82,0.0,10.92,0.0,0.78,Max Health,Berserker
22.03,0.99,6.26,9.71,701.65,0.87,6.82,3.28,0.09,Armor,Tactic
46.13,1.0,3.17,196.39,1397.72,0.31,17.31,2.77,0.48,Bow Damage,Speedrunner
42.18,0.61,3.41,126.88,594.71,0.28,0.97,5.83,0.53,Shield,Unskilful
28.04,0.88,4.57,21.03,734.48,0.67,12.95,5.3,0.23,Velocity,Expert
29.74,0.7,4.46,181.46,661.46,0.43,3.96,3.28,0.37,Armor,Unskilful
29.41,0.97,6.08,47.18,769.07,0.63,7.73,4.9,0.26,Shield,Expert
59.25,0.89,2.56,235.16,1155.76,0.0,8.62,0.0,0.75,Sword Damage,Berserker
29.33,1.0,5.48,147.42,1175.55,0.48,10.55,3.57,0.32,Health,Expert
31.39,0.86,5.89,97.62,946.57,0.54,12.1,0.04,0.21,Bow Damage,Expert
83.36,0.85,3.9,410.1,2297.83,0.0,0.0,0.0,0.72,Sword Damage,Berserker
38.0,0.61,3.84,150.26,586.75,0.26,4.44,4.61,0.58,Health,Unskilful
47.61,0.94,3.63,192.65,1208.7,0.38,13.86,6.16,0.53,Velocity,Speedrunner
60.82,1.0,3.32,232.23,1477.9,0.18,7.1,6.6,0.58,Bow Damage,Speedrunner
44.29,0.84,3.56,192.04,1108.26,0.3,15.85,4.95,0.38,Velocity,Speedrunner
25.91,0.85,4.06,96.43,805.96,0.56,13.24,3.7,0.39,Shield,Expert
36.88,0.87,5.98,18.53,1055.69,0.51,9.08,7.11,0.32,Sword Damage,Expert
25.06,0.66,4.76,95.74,448.73,0.43,7.39,6.63,0.32,Shield,Unskilful
24.15,0.99,4.37,13.26,807.08,0.85,9.55,1.87,0.19,Max Health,Tactic
46.42,0.88,3.07,175.2,1109.84,0.43,17.55,7.01,0.59,Bow Damage,Speedrunner
38.7,0.93,3.63,260.06,1159.75,0.46,18.13,2.28,0.33,Velocity,Speedrunner
49.17,0.89,2.51,207.24,1121.79,0.19,10.82,2.72,0.73,Sword Damage,Speedrunner
27.22,0.89,4.43,13.92,758.46,0.64,13.02,4.88,0.24,Velocity,Expert
31.05,0.5,3.83,104.3,496.1,0.5,1.43,3.15,0.32,Health,Unskilful
67.44,0.87,2.48,199.95,1207.0,0.0,17.54,2.91,0.75,Armor,Berserker
28.82,0.91,7.29,171.48,702.67,0.41,10.38,4.06,0.41,Shield,Expert
18.61,0.8,6.23,0.0,530.26,0.99,5.05,0.03,0.04,Armor,Tactic
62.38,1.0,2.27,166.03,1630.96,0.4,10.51,6.72,0.71,Velocity,Speedrunner
39.06,0.94,3.32,128.28,969.01,0.0,14.33,0.0,0.51,Velocity,Berserker
23.24,0.74,5.85,24.46,525.89,0.68,12.23,3.67,0.16,Armor,Tactic
17.12,0.89,6.21,76.01,534.3,1.0,6.24,0.85,0.04,Bow Damage,Tactic
46.12,0.68,3.13,146.14,745.83,0.33,1.79,7.76,0.5,Health,Unskilful
21.3,0.9,5.62,8.36,729.94,1.0,10.15,1.29,0.1,Velocity,Tactic
32.96,1.0,4.91,37.68,1354.11,0.65,21.73,5.02,0.22,Velocity,Expert
41.51,0.82,3.58,170.59,1053.49,0.28,16.02,4.8,0.44,Velocity,Speedrunner
33.61,1.0,3.72,88.48,985.47,0.46,10.86,4.7,0.33,Sword Damage,Expert
29.44,0.51,3.85,109.0,484.81,0.49,1.56,3.32,0.34,Health,Unskilful
74.77,0.91,1.98,235.96,1316.1,0.0,11.22,0.01,0.85,Health,Berserker
23.41,0.87,6.3,46.86,663.63,0.88,7.14,2.65,0.05,Bow Damage,Tactic
53.63,0.84,3.45,221.51,1023.6,0.0,14.3,0.16,0.66,Max Health,Berserker
30.54,0.92,4.92,83.84,1475.38,0.71,12.28,4.59,0.24,Health,Expert
19.01,0.81,6.44,0.0,519.86,1.0,4.47,0.0,0.03,Armor,Tactic
59.34,1.0,3.44,252.97,1684.86,0.19,10.89,7.28,0.71,Max Health,Speedrunner
52.39,0.86,3.86,126.78,1280.99,0.39,14.26,8.37,0.57,Bow Damage,Speedrunner
20.56,0.99,6.97,0.0,737.6,1.0,7.22,0.41,0.07,Shield,Tactic
28.94,0.73,4.71,131.0,589.12,0.48,3.62,2.6,0.28,Shield,Unskilful
42.66,0.9,3.7,275.94,756.67,0.0,13.42,0.11,0.67,Sword Damage,Berserker
18.43,0.86,6.15,17.24,565.26,1.0,6.89,1.89,0.08,Shield,Tactic
51.79,0.81,3.58,146.26,1081.82,0.35,15.94,5.16,0.5,Health,Speedrunner
44.66,0.92,3.95,173.57,1615.31,0.39,7.74,3.27,0.43,Health,Speedrunner
63.55,0.91,3.76,165.98,1321.88,0.24,18.7,5.79,0.56,Velocity,Speedrunner
24.8,0.95,5.03,141.88,602.08,0.44,7.32,1.11,0.29,Velocity,Expert
54.08,0.82,3.26,297.4,1092.88,0.0,8.78,0.0,0.8,Health,Berserker
48.66,0.96,3.6,189.89,1149.64,0.41,13.26,5.3,0.6,Velocity,Speedrunner
31.0,0.9,5.35,40.13,670.19,0.52,8.63,6.72,0.31,Velocity,Expert
33.94,1.0,3.87,74.24,957.29,0.48,13.65,6.72,0.38,Sword Damage,Expert
26.14,0.99,5.3,147.13,1212.13,0.49,10.09,4.13,0.34,Health,Expert
28.91,1.0,5.34,56.07,901.72,0.59,7.08,6.25,0.22,Bow Damage,Expert
30.44,0.81,4.07,185.96,728.3,0.39,3.54,5.27,0.5,Armor,Unskilful
19.98,0.94,7.75,27.02,643.32,1.0,0.0,0.0,0.0,Max Health,Tactic
65.26,0.87,2.51,211.7,1142.57,0.0,18.13,2.83,0.74,Armor,Berserker
27.68,1.0,4.45,33.36,865.03,0.59,13.89,3.76,0.2,Bow Damage,Expert
21.71,0.99,5.11,0.0,761.59,1.0,9.71,0.15,0.08,Armor,Tactic
29.19,1.0,5.6,51.96,962.96,0.56,7.34,5.96,0.19,Bow Damage,Expert
19.07,0.86,6.13,20.74,563.29,1.0,6.59,1.1,0.06,Shield,Tactic
37.49,1.0,3.76,63.77,1007.75,0.46,13.32,6.49,0.33,Sword Damage,Expert
30.07,0.74,4.58,129.79,573.8,0.39,5.95,3.9,0.42,Armor,Unskilful
57.48,0.94,2.16,215.88,1225.31,0.0,5.05,0.07,0.7,Health,Berserker
45.54,0.88,5.08,113.32,1146.76,0.37,14.4,4.99,0.31,Velocity,Speedrunner
50.06,0.86,3.04,218.74,1140.28,0.0,9.17,0.0,0.72,Health,Berserker
24.57,0.66,4.91,99.61,449.55,0.43,7.85,6.79,0.29,Shield,Unskilful
19.86,1.0,6.95,0.55,690.77,1.0,8.81,0.0,0.03,Bow Damage,Tactic
59.37,0.9,4.44,175.09,1345.55,0.27,14.45,5.67,0.64,Velocity,Speedrunner
21.38,1.0,7.27,4.67,764.62,1.0,9.17,0.14,0.06,Armor,Tactic
19.51,0.86,6.24,115.8,507.25,0.65,4.69,4.42,0.14,Shield,Unskilful
20.95,0.92,6.14,48.52,663.93,1.0,4.51,1.32,0.09,Bow Damage,Tactic
31.34,0.83,5.28,46.13,841.48,0.57,14.91,4.86,0.25,Sword Damage,Expert
68.26,0.78,2.46,284.42,1516.93,0.0,11.38,0.0,0.83,Velocity,Berserker
58.39,1.0,3.14,243.77,1677.61,0.17,10.42,7.56,0.7,Max Health,Speedrunner
66.75,0.8,2.53,260.71,1592.3,0.0,11.59,0.0,0.85,Velocity,Berserker
60.18,0.99,1.86,160.61,1612.83,0.4,10.3,7.53,0.72,Velocity,Speedrunner
34.03,0.8,3.15,153.88,793.34,0.33,3.31,6.85,0.49,Velocity,Unskilful
34.22,1.0,3.9,89.23,985.23,0.47,14.44,7.38,0.35,Sword Damage,Expert
38.25,0.82,2.44,230.94,809.91,0.31,14.81,2.43,0.73,Velocity,Speedrunner
46.11,0.67,3.17,150.39,797.61,0.31,1.57,7.74,0.52,Health,Unskilful
63.9,0.84,2.74,319.41,1154.95,0.0,13.89,0.0,0.75,Max Health,Berserker
43.48,0.85,5.1,74.23,1162.24,0.33,15.36,5.31,0.35,Velocity,Speedrunner
28.53,1.0,5.53,68.29,942.13,0.58,8.62,6.45,0.26,Bow Damage,Expert
34.37,0.58,4.45,135.43,628.21,0.42,5.67,6.05,0.27,Health,Unskilful
57.2,1.0,2.72,189.81,1620.0,0.26,13.71,7.83,0.57,Velocity,Speedrunner
36.46,0.64,3.79,154.17,593.17,0.31,3.95,4.22,0.58,Health,Unskilful
42.68,0.72,3.86,153.65,715.97,0.35,15.37,2.17,0.54,Velocity,Speedrunner
27.34,1.0,5.36,152.78,1182.5,0.49,11.12,3.23,0.34,Health,Expert
40.62,1.0,5.62,56.61,1199.8,0.64,2.4,4.33,0.35,Bow Damage,Expert
44.6,0.75,4.74,167.69,979.81,0.33,13.55,2.69,0.36,Health,Speedrunner
20.32,0.92,6.26,1.98,657.76,0.99,11.62,2.98,0.05,Max Health,Tactic
54.34,1.0,4.1,123.99,1495.78,0.4,16.94,3.19,0.75,Bow Damage,Speedrunner
30.96,0.9,4.99,41.41,822.89,0.52,9.05,6.66,0.32,Velocity,Expert
39.88,0.58,3.27,108.48,547.29,0.28,5.83,2.23,0.54,Armor,Unskilful
44.19,0.87,4.34,244.99,1124.41,0.36,16.78,2.98,0.32,Health,Speedrunner
30.02,0.99,5.55,36.31,958.84,0.55,9.15,6.02,0.22,Bow Damage,Expert
21.35,1.0,7.18,4.23,754.36,1.0,8.54,0.13,0.05,Armor,Tactic
24.42,0.63,4.5,136.16,507.1,0.55,5.65,2.8,0.45,Health,Unskilful
73.76,0.91,1.88,234.69,1341.09,0.0,10.06,0.0,0.85,Health,Berserker
42.35,0.9,3.82,274.84,1344.21,0.44,11.98,0.0,0.45,Velocity,Speedrunner
55.82,0.92,4.19,71.2,1269.44,0.35,12.92,5.29,0.52,Velocity,Speedrunner
54.63,0.87,5.1,192.16,917.41,0.0,11.22,0.02,0.68,Health,Berserker
29.78,0.94,4.65,81.06,1432.09,0.72,13.13,4.18,0.24,Health,Expert
54.8,0.92,5.39,282.54,1364.28,0.0,9.23,0.03,0.48,Sword Damage,Berserker
52.8,1.0,4.04,117.93,1529.04,0.39,15.94,3.51,0.72,Bow Damage,Speedrunner
30.3,1.0,4.53,33.37,910.99,0.62,13.78,3.73,0.2,Bow Damage,Expert
18.83,0.9,5.98,0.0,622.61,1.0,6.45,0.51,0.0,Bow Damage,Tactic
55.73,0.87,4.44,199.55,954.63,0.0,10.93,0.04,0.67,Health,Berserker
42.09,0.82,3.98,154.2,1067.89,0.31,16.44,7.93,0.43,Velocity,Speedrunner
21.19,1.0,7.09,0.0,714.9,0.98,8.66,0.21,0.04,Bow Damage,Tactic
22.24,0.84,4.24,188.94,551.83,0.56,11.61,2.19,0.73,Velocity,Expert
33.06,0.54,3.46,124.71,563.06,0.25,4.91,6.3,0.43,Shield,Unskilful
26.39,1.0,6.01,22.32,819.24,0.78,8.36,1.47,0.21,Shield,Tactic
29.52,0.95,4.11,80.47,740.98,0.65,15.49,6.75,0.26,Bow Damage,Expert
29.5,1.0,4.02,42.57,758.42,0.52,6.28,5.6,0.39,Bow Damage,Expert
31.7,0.73,4.47,122.58,592.32,0.52,5.42,6.1,0.23,Max Health,Unskilful
23.06,0.89,6.44,46.86,647.22,0.88,7.87,2.84,0.04,Bow Damage,Tactic
23.72,0.91,5.63,17.98,1014.49,0.8,9.0,2.36,0.14,Health,Expert
33.69,0.81,3.18,144.54,799.27,0.35,3.93,6.86,0.5,Velocity,Unskilful
36.65,0.81,5.46,236.63,924.07,0.39,16.65,2.26,0.5,Velocity,Speedrunner
44.99,0.88,3.16,165.87,1122.96,0.45,16.77,7.36,0.53,Bow Damage,Speedrunner
26.51,0.94,3.42,133.18,719.15,0.55,11.82,4.49,0.45,Velocity,Expert
48.44,0.83,3.11,48.61,851.88,0.0,10.3,0.0,0.63,Velocity,Berserker
62.93,0.87,4.53,180.72,1390.65,0.27,14.76,5.96,0.64,Velocity,Speedrunner
62.58,0.95,2.28,250.36,1217.79,0.0,8.68,0.08,0.77,Health,Berserker
76.04,0.86,2.08,133.43,1403.75,0.0,9.12,0.0,0.83,Sword Damage,Berserker
35.31,0.61,4.83,175.3,578.97,0.39,5.53,1.42,0.48,Health,Unskilful
39.04,0.41,3.35,96.76,459.22,0.19,4.79,6.15,0.4,Shield,Unskilful
25.83,0.99,6.16,25.6,828.72,0.79,9.09,2.02,0.24,Shield,Tactic
21.09,0.7,6.93,18.6,434.33,0.77,6.35,1.48,0.08,Bow Damage,Tactic
68.61,0.76,2.7,266.9,1561.28,0.0,11.37,0.14,0.84,Velocity,Berserker
19.8,0.93,6.69,9.83,680.84,0.72,6.93,0.04,0.03,Bow Damage,Expert
58.74,0.8,2.4,146.09,1199.48,0.0,15.17,0.05,0.71,Sword Damage,Berserker
43.66,0.95,3.14,328.52,841.53,0.0,15.31,1.16,0.53,Sword Damage,Berserker
22.34,0.88,4.45,187.91,477.0,0.43,10.14,2.39,0.25,Sword Damage,Expert
35.28,1.0,3.89,82.88,1085.48,0.46,13.54,6.99,0.34,Sword Damage,Expert
29.43,0.99,5.39,46.59,930.66,0.55,7.87,6.35,0.21,Bow Damage,Expert
72.79,0.91,1.93,244.62,1359.1,0.0,10.17,0.0,0.86,Health,Berserker
